entity_name,address,floor,borough,state,zip,aed_num_person_trained,aed_num_aeds,latitude,longitude,community_district,council_district,census_tract_2010,nta_code,bbl,bin,location_point
Carmel Richmond Healthcare & Rehabilitation Center,88 OLD TOWN ROAD,5th Floor,Staten Island,New York,10304,100,1,40.59622848,-74.09047813,502,50,9601,SI36,5033070005,5048706,POINT (-74.09047813 40.59622848)
Eleven Times Square,11 Times Square,20th Floor Outside Service Elevator (SN:B10H-01526),Manhattan,New York,10036,44,17,40.75689078,-73.9900232,105,3,11300,MN17,1010137501,1087978,POINT (-73.9900232 40.75689078)
"Beresford Apartments, Inc",211 CENTRAL PARK WEST,1st floor Lobby (7 West),Manhattan,New York,10024,13,1,40.78221905,-73.97158921,107,6,16500,MN12,1011950029,1031141,POINT (-73.97158921 40.78221905)
"Abramson Brother, Inc. Realty Investments",315 Madison Ave,1,Manhattan,New York,10017,3,1,40.752661,-73.979376,105,4,82,MN0502,1012760051,1035336,POINT (-73.979376 40.752661)
Morgan Stanley - ISG - New York Metro - 522 5th Avenue - Floor: 03,522 FIFTH AVENUE,Floor: 03,Manhattan,New York,10036,3,1,40.75450705,-73.98014457,105,4,9600,MN17,1012597502,1034212,POINT (-73.98014457 40.75450705)
NYS Department of State,123 WILLIAM STREET,20th Floor,Manhattan,New York,10038,9,2,40.70910465,-74.00689289,101,1,1502,MN25,1000780004,1079063,POINT (-74.00689289 40.70910465)
"Cravath, Swaine & Moore, LLP",825 EIGHTH AVENUE,46th floor,Manhattan,New York,10019,36,1,40.76206701,-73.98627542,104,3,12700,MN15,1010400029,1076203,POINT (-73.98627542 40.76206701)
Cord Meyer,212-45 26 AVENUE,office,Queens,New York,11360,20,1,40.77827637,-73.77727282,407,19,99704,QN47,4059000002,4439463,POINT (-73.77727282 40.77827637)
Queens Academy High School,142-10 Linden Boulevard,Main Entrance,Queens,New York,11436,1,1,40.68413394,-73.80147923,412,28,19200,QN76,4119720070,4259200,POINT (-73.80147923 40.68413394)
University Prep Charter High School,600 St. Ann's Avenue,Outside Room 421,Bronx,New York,10455,1,1,40.81551851,-73.91222478,201,17,7300,BX34,2026160001,2004314,POINT (-73.91222478 40.81551851)
Schoenfeld Theater,236 West 45th St,coatcheck,Manhattan,New York,10036,2,1,40.75865813,-73.9872038,105,3,11900,MN17,1010160051,1024715,POINT (-73.9872038 40.75865813)
P.S. 186 Dr. Irving A Gladstone,7601 19 Avenue,5th Floor Outside 505B,Brooklyn,New York,11214,13,1,40.61147572,-73.99467675,311,43,27400,BK28,3062390001,3160923,POINT (-73.99467675 40.61147572)
P.S. 048 Mapleton,6015 18 Avenue,4th floor at RM 401,Brooklyn,New York,11204,13,1,40.62186416,-73.98739583,312,44,24400,BK88,3055190001,3132140,POINT (-73.98739583 40.62186416)
JASA Scheuer House of Coney Island Senior Center,3601 Surf Avenue,Director''s Office,Brooklyn,New York,11224,1,1,40.57313664,-74.00158742,313,47,34200,BK21,3070450031,3321762,POINT (-74.00158742 40.57313664)
The Anderson School,100 West 77 Street,3rd floor,Manhattan,New York,10024,12,1,40.78081492,-73.97685443,107,6,16100,MN12,1011480014,1030178,POINT (-73.97685443 40.78081492)
District 20 Pre-K Center at 7415 Fort Hamilton Parkway (K780),7415 Fort Hamilton Parkway,Main Entrance,Brooklyn,New York,11228,7,1,40.6261511,-74.01589402,310,38,20600,BK30,3059340001,3148471,POINT (-74.01589402 40.6261511)
JPMorgan Chase - 390 Madison,390 MADISON AVENUE,-,Manhattan,New York,10017,5,4,40.75573065,-73.97715194,105,4,9400,MN17,1012820017,1035403,POINT (-73.97715194 40.75573065)
Morgan Stanley - 750 7th Avenue - Floor: 33,750 SEVENTH AVENUE,Floor: 33,Manhattan,New York,10019,3,1,40.76074642,-73.98352505,105,3,12500,MN17,1010210026,1024795,POINT (-73.98352505 40.76074642)
"W.P. Carey, Inc.",50 ROCKEFELLER PLAZA,13th floor / pantry,Manhattan,New York,10020,8,1,40.75937316,-73.97822998,105,4,10400,MN17,1012660001,1083859,POINT (-73.97822998 40.75937316)
Worldwide Plaza,825 Eighth Avenue,Fl. 44 /Restroom,Manhattan,New York,10019,38,1,40.76206701,-73.98627542,104,3,12700,MN15,1010400029,1076203,POINT (-73.98627542 40.76206701)
"Vornado Office Management, LLC",666 5 AVENUE,40th floor / engineering,Manhattan,New York,10103,30,1,40.76054207,-73.97642111,105,4,10400,MN17,1012687502,1034520,POINT (-73.97642111 40.76054207)
P.S. 007 Louis F. Simeone,80-55 Cornish Avenue,MAIN ENTRANCE,Queens,New York,11373,14,1,40.7391081,-73.88248643,404,25,48500,QN50,4015380075,4467710,POINT (-73.88248643 40.7391081)
Transatlantic Reinsurance Company,165 BROADWAY,# 16,Manhattan,New York,10006,13,3,40.709582,-74.01018611,101,1,1300,MN25,1000627501,1001068,POINT (-74.01018611 40.709582)
Edward A. Reynolds West Side High School,105 East 106 Street,7th floor,Manhattan,New York,10029,5,1,40.79273391,-73.94742736,111,8,17200,MN33,1016340003,1052015,POINT (-73.94742736 40.79273391)
"Nederlander Producing Company, Inc.",1450 Broadway,6th Floor reception area,Manhattan,New York,10018,2,1,40.7549197,-73.9866595,105,4,11300,MN17,1009930047,1022568,POINT (-73.9866595 40.7549197)
Forest Hills High School,67-01 110 Street,1st Floor outside Boys Gym,Queens,New York,11375,20,1,40.72939462,-73.84563646,406,29,74700,QN17,4021890002,4052143,POINT (-73.84563646 40.72939462)
610 Park Ave Condominum,610 Park ave,Gym- Floor C,Manhattan,New York,10021,0,1,40.76649044,-73.96719887,108,4,12200,MN40,1013797502,1041086,POINT (-73.96719887 40.76649044)
P169M - Robert F. Kennedy School,110 East 88 Street,Room 414,Manhattan,New York,10128,7,1,40.78122041,-73.9556729,108,4,14802,MN40,1015167502,1048043,POINT (-73.9556729 40.78122041)
W. H. Maxwell Career and Technical Education High School,145 Pennsylvania Avenue,Outside Room 528,Brooklyn,New York,11207,7,1,40.67412808,-73.89643036,305,37,114400,BK85,3037040001,3083660,POINT (-73.89643036 40.67412808)
Congreagation Kol Torah,2015 AVENUE M,Floor 2,Brooklyn,New York,11230,5,1,40.61858689,-73.95477995,314,45,76000,BK43,3076380004,3209143,POINT (-73.95477995 40.61858689)
Bloomingdale's - Bloomingdale's #001: 59th Street,1000 THIRD AVENUE,-,Manhattan,New York,10022,61,2,40.76188723,-73.96634923,108,4,11402,MN40,1013940023,1041904,POINT (-73.96634923 40.76188723)
West Brooklyn Community High School,1053 41st Street,Main Entrance,Brooklyn,New York,11219,12,1,40.64282654,-73.99294823,312,38,11000,BK34,3055870052,3328583,POINT (-73.99294823 40.64282654)
Irwin Altman Middle School 172,81-14 257 Street,Outside Room B11,Queens,New York,11004,14,1,40.74193551,-73.71296409,413,23,157902,QN44,4087310004,4178464,POINT (-73.71296409 40.74193551)
School of the Future High School,127 East 22 Street,8th Floor elevator,Manhattan,New York,10010,8,1,40.73894505,-73.98547909,105,2,6800,MN21,1008780016,1018014,POINT (-73.98547909 40.73894505)
The Port Authority of New York & New Jersey - 4 World Trade Center,4 WORLD TRADE CENTER,-,Manhattan,New York,10006,5,24,40.71002653,-74.01147027,101,1,1300,MN25,1000580001,1088795,POINT (-74.01147027 40.71002653)
P811Q Mini School (Q822),114-36 202nd Street,across from room M13,Queens,New York,11412,8,1,40.6996373,-73.75251859,412,27,52000,QN08,4110180021,4236757,POINT (-73.75251859 40.6996373)
New York Life - NE-V68-Queens,95-25 QUEENS BOULEVARD,Fl 4,Queens,New York,11374-4566,6,1,40.73059768,-73.86363461,406,24,71701,QN18,4020790001,4050410,POINT (-73.86363461 40.73059768)
Perkins Coie LLP,30 ROCKEFELLER PLAZA,Mailroom / 22nd floor,Manhattan,New York,10112,13,1,40.75874744,-73.97869222,105,4,10400,MN17,1012657501,1076262,POINT (-73.97869222 40.75874744)
P.S. 044 David C. Farragut,1825 Prospect Avenue,main entrance,Bronx,New York,10457,9,1,40.84207777,-73.89111524,206,15,36902,BX17,2029490064,2009957,POINT (-73.89111524 40.84207777)
Benjamin Banneker Academy,71 CLINTON AVENUE,Main Entrance By School Safety,Brooklyn,New York,11205,33,1,40.69532473,-73.96924268,302,35,19100,BK69,3018880034,3054323,POINT (-73.96924268 40.69532473)
"Hawkins, Delafield & Wood LLP",7 WORLD TRADE CENTER,41st Floor - Reception,Manhattan,New York,10007,0,1,40.71321318,-74.0117089,101,1,2100,MN24,1000840036,1086510,POINT (-74.0117089 40.71321318)
Barnard College,3009 BROADWAY,Diana Center,Manhattan,New York,10027,30,1,40.80907951,-73.96312109,109,7,20500,MN09,1019890001,1082351,POINT (-73.96312109 40.80907951)
"Rolex, USA - 650 5th Ave (7th Floor)",650 5 AVENUE,7th Floor,Manhattan,New York,10019,9,1,40.75978179,-73.97654411,105,4,10400,MN17,1012670041,1034517,POINT (-73.97654411 40.75978179)
Cascades High School,198 Forsyth Street,by staff entrance,Manhattan,New York,10002,4,1,40.72251268,-73.99072826,103,1,3601,MN27,1004220072,1005626,POINT (-73.99072826 40.72251268)
Icahn Charter School I (Grades K-4),1525 Brook Avenue,Office,Bronx,New York,10457,5,1,40.83865918,-73.90501671,203,16,16900,BX01,2028960088,2115594,POINT (-73.90501671 40.83865918)
P.S. 132 Juan Pablo Duarte,185 Wadsworth Avenue,4th floor,Manhattan,New York,10033,7,1,40.8506193,-73.9343759,112,10,27100,MN35,1021650026,1063947,POINT (-73.9343759 40.8506193)
High School for Dual Language and Asian Studies,350 Grand Street,outside room 134,Manhattan,New York,10002,3,1,40.71734144,-73.98959626,103,1,1800,MN27,1004080030,1005283,POINT (-73.98959626 40.71734144)
DOARRIECK KALEY & MACK,217 BROADWAY,7,Manhattan,New York,10007,8,1,40.71155288,-74.00846944,101,1,2100,MN24,1000880001,1001232,POINT (-74.00846944 40.71155288)
P.S. 058 Bronx,459 East 176 Street,Main Entrance,Bronx,New York,10457,7,1,40.84615565,-73.89926266,206,15,39500,BX01,2029090032,2009540,POINT (-73.89926266 40.84615565)
M.S. 053 Brian Piccolo,10-45 Nameoke Street,Main Entrance,Queens,New York,11691,5,1,40.60361433,-73.74909819,414,31,103202,QN15,4155570025,4298234,POINT (-73.74909819 40.60361433)
Allen & Company,711 FIFTH AVENUE,10th Floor/Fitness Center,Manhattan,New York,10034,12,1,40.76193878,-73.97469873,105,4,10200,MN17,1012910001,1035768,POINT (-73.97469873 40.76193878)
Forever Young Senior Center,330 St. Mark's Place,Director''s Office,Staten Island,New York,10301,2,1,40.64165566,-74.07795366,501,49,300,SI22,5000160068,5000186,POINT (-74.07795366 40.64165566)
Congregation Or Zarua,127 East 82nd Street,1st Floor / Social Hall,Manhattan,New York,10028,7,1,40.777138,-73.957987,108,4,140,MN0802,1015110014,1047608,POINT (-73.957987 40.777138)
P.S. 082 Hammond - Annex,108-43 Sutphin Blvd entrance on Arlington terrace,Main Entrance,Queens,New York,11433,2,1,40.69217371,-73.79850906,412,28,25400,QN01,4101410043,4216040,POINT (-73.79850906 40.69217371)
Beacon High School,522 West 44th Street,"Main Entrance, 1st Floor Near Stwy A",Manhattan,New York,10036,9,1,40.76151606,-73.99596785,104,3,12900,MN15,1010720015,1026924,POINT (-73.99596785 40.76151606)
"Investcorp International, Inc",280 PARK AVENUE,39th floor,Manhattan,New York,10017,13,1,40.75601562,-73.97483093,105,4,9400,MN17,1012840033,1035441,POINT (-73.97483093 40.75601562)
"Nederlander Producing Company of America, Inc . - HQ",1501 BROADWAY,-,Manhattan,New York,10036,10,1,40.75709624,-73.98619342,105,3,11900,MN17,1010150029,1024706,POINT (-73.98619342 40.75709624)
Brookfield Properties - New York - 666 Fifth Ave,666 5 AVENUE,-,Manhattan,New York,10103,12,5,40.76054207,-73.97642111,105,4,10400,MN17,1012687502,1034520,POINT (-73.97642111 40.76054207)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 24,1585 BROADWAY,-,Manhattan,New York,10036,20,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
P.S. 051 Elias Howe,525 West 44th Street,3rd Floor outside gym,Manhattan,New York,10036,7,1,40.76151057,-73.99591009,104,3,12900,MN15,1010730014,1089418,POINT (-73.99591009 40.76151057)
JPMorgan Chase - 277 Park Avenue,277 PARK AVENUE,-,Manhattan,New York,10017,2,11,40.75555731,-73.97513791,105,4,9200,MN19,1013027501,1076268,POINT (-73.97513791 40.75555731)
High School of Telecommunication Arts and Technology,350 67 Street,Outside Room 503,Brooklyn,New York,11220,11,1,40.63727433,-74.02384863,310,47,7000,BK31,3058500030,3144482,POINT (-74.02384863 40.63727433)
Valence College Prep Charter School,97-29 64th Road,first floor entrance,Queens,New York,11374,0,1,40.72937335,-73.858957469999993,406,29,71701,QN18,4020917502,4622920,POINT (-73.85895747 40.72937335)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 28,1585 BROADWAY,Floor: 28,Manhattan,New York,10036,1,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
P.S. 087 Bronx,1935 Bussing Avenue,Third Floor across from 319,Bronx,New York,10466,14,1,40.89509824,-73.84596635,212,12,42800,BX62,2050180001,2069061,POINT (-73.84596635 40.89509824)
Hearst Corporation,300 West 57th Street,29th Floor,Manhattan,New York,10019,39,1,40.76643902,-73.98332508,104,6,13900,MN15,1010477502,1025451,POINT (-73.98332508 40.76643902)
Pratt Institute - Library,224 RYERSON STREET,-,Brooklyn,New York,11205,8,1,40.69092623,-73.96448484,302,35,19300,BK69,3019190001,3348076,POINT (-73.96448484 40.69092623)
P.S./M.S. 147 Ronald McNair,218-01 116 Avenue,Mini Building,Queens,New York,11411,12,1,40.69730063,-73.74094738,413,27,59800,QN33,4113000001,4243743,POINT (-73.74094738 40.69730063)
Central Brooklyn Ascend Charter Middle School,1886 Nostrand Avenue,outside room 307B,Brooklyn,New York,11226,14,1,40.6395955,-73.94838082,317,45,82800,BK95,3052160040,3328292,POINT (-73.94838082 40.6395955)
Equinox,1 PARK AVENUE,N/A,Manhattan,New York,10016,0,5,40.74606173,-73.98207068,105,2,7200,MN20,1008887503,1018472,POINT (-73.98207068 40.74606173)
The Webster Apartments,419 WEST 34 STREET,Lobby,Manhattan,New York,10001,8,1,40.75371275,-73.9970764,104,3,11100,MN13,1007320025,1012859,POINT (-73.9970764 40.75371275)
JPB Foundation,875 THIRD AVENUE,29th Floor,Manhattan,New York,10022,27,1,40.7575953,-73.96945204,106,4,9800,MN19,1013260001,1038517,POINT (-73.96945204 40.7575953)
POLY PREP CDS,9216 SEVENTH AVENUE,"GRAND FLR, MAINTENCANCE",Brooklyn,New York,11228,40,1,40.61231054,-74.02373162,310,50,15200,BK30,3061430001,3336349,POINT (-74.02373162 40.61231054)
South Bronx Early College Academy Charter School,801 East 156th Street,main entrance,Bronx,New York,10455,0,1,40.81769688,-73.90416159,201,17,7900,BX34,2026760003,2122823,POINT (-73.90416159 40.81769688)
Hearst Corporation,300 WEST 57 STREET,Floor 2 back of Property Management Office,Manhattan,New York,10019,63,1,40.76643902,-73.98332508,104,6,13900,MN15,1010477502,1025451,POINT (-73.98332508 40.76643902)
Wildlife Conservation Society,830 5 AVENUE,CPZ Dancing Crane,Manhattan,New York,10021,11,1,40.76770452,-73.97051599,164,6,14300,MN99,1011110001,1083811,POINT (-73.97051599 40.76770452)
I.S. 010 Horace Greeley,45-11 31 Avenue,MAIN ENTRANCE,Queens,New York,11103,13,1,40.75935589,-73.91290189,401,22,15100,QN70,4007140001,4012664,POINT (-73.91290189 40.75935589)
Herbert Smith Freehills NY LLP,450 LEXINGTON AVENUE,14th Floor / Copier Room,Manhattan,New York,10017,13,1,40.7530952,-73.9748537,105,4,9200,MN19,1012800090,1085671,POINT (-73.9748537 40.7530952)
P.S. 377 Queens,150-15 Raleigh Street,Main entrance,Queens,New York,11417,19,1,40.66800439,-73.83728995,410,32,8800,QN56,4115580001,4620029,POINT (-73.83728995 40.66800439)
P.S. 277 Bronx,519 St. Ann's Avenue,outside room 311,Bronx,New York,10455,10,1,40.81351025,-73.91340154,201,8,4300,BX39,2022740023,2000114,POINT (-73.91340154 40.81351025)
Notre Dame School,327 WEST 13 STREET,2nd Floor,Manhattan,New York,10014,22,1,40.73964305,-74.00438446,102,3,7700,MN23,1006290055,1011719,POINT (-74.00438446 40.73964305)
Morgan Stanley - ISG - New York Metro - 1 NY Plaza - Floor: 31,1 NEW YORK PLAZA,-,Manhattan,New York,10004,1,2,40.70253319,-74.01256178,101,1,900,MN25,1000047501,1000005,POINT (-74.01256178 40.70253319)
St. Francis Prep High School,61-00 FRANCIS LEWIS BOULEVARD,security desk at school,Queens,New York,11365,131,1,40.74266493,-73.77543997,408,23,134700,QN41,4071280002,4438312,POINT (-73.77543997 40.74266493)
"Amalgamated Warbasse Houses,",2800 WEST 5 STREET,Maintenance Office,Brooklyn,New York,11224,50,1,40.58018177,-73.97172228,313,47,35400,BK23,3072500001,3257105,POINT (-73.97172228 40.58018177)
J.H.S. 278 Marine Park,1925 Stuart Street,main entrance,Brooklyn,New York,11229,19,1,40.60664259,-73.93917601,315,46,66600,BK99,3084960100,3239889,POINT (-73.93917601 40.60664259)
"Lenox Manor Owners, Inc.",176 East 77th Street,Lobby - Front Desk,Manhattan,New York,10075,8,1,40.773217,-73.958874,108,4,128,MN0802,1014110040,1043178,POINT (-73.958874 40.773217)
P.S. 147 Isaac Remsen,325 Bushwick Avenue,3rd Floor Outside Room 314,Brooklyn,New York,11206,12,1,40.70519677,-73.93940674,301,34,48500,BK78,3030910001,3071418,POINT (-73.93940674 40.70519677)
The Barbara Esselborn School,330 Durant Avenue,MAIN ENTRANCE,Staten Island,New York,10308,12,1,40.55257292,-74.13705861,503,51,13203,SI54,5051060001,5065016,POINT (-74.13705861 40.55257292)
Opportunity Charter School,240 WEST 113 STREET,CSAA,Manhattan,New York,10026,35,1,40.80168223,-73.95490792,110,9,21600,MN11,1018280015,1055111,POINT (-73.95490792 40.80168223)
"Great Lakes Dredge & Dock Company, LLC - Staten Island",2705 RICHMOND TERRACE,-,Staten Island,New York,10303,1,1,40.63702948,-74.15068292,501,49,22300,SI12,5011090031,5107090,POINT (-74.15068292 40.63702948)
Edward A. Reynolds West Side High School,105 East 106 Street,11th Fl by cafeteria,Manhattan,New York,10029,5,1,40.79273391,-73.94742736,111,8,17200,MN33,1016340003,1052015,POINT (-73.94742736 40.79273391)
P.S. 087 Bronx,1935 Bussing Avenue,main entrance,Bronx,New York,10466,14,1,40.89509824,-73.84596635,212,12,42800,BX62,2050180001,2069061,POINT (-73.84596635 40.89509824)
Friends Seminary,222 EAST 16 STREET,209 Building Entry Hallway,Manhattan,New York,10003,29,1,40.73441897,-73.98577597,106,2,4800,MN21,1008970016,1082120,POINT (-73.98577597 40.73441897)
Learners and Leaders - Annex,360 Seneca Avenue,Main Entrance,Queens,New York,11385,2,1,40.70730871,-73.91532904,405,34,53900,QN20,4034250007,4597303,POINT (-73.91532904 40.70730871)
P.S. 060 Woodhaven,91-02 88th Avenue,Outside room 327,Queens,New York,11421,12,1,40.69217097,-73.85263575,409,32,1800,QN53,4089290058,4184144,POINT (-73.85263575 40.69217097)
Cord Meyer,108-18 QUEENS BOULEVARD,Office,Queens,New York,11375,20,1,40.72115997,-73.84336477,406,29,73700,QN17,4032560001,4077993,POINT (-73.84336477 40.72115997)
John Adams High School,101-01 Rockaway Boulevard,Outside Room 140,Queens,New York,11417,9,1,40.6796313,-73.83729753,410,28,86400,QN55,4095400002,4202849,POINT (-73.83729753 40.6796313)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 25,1585 BROADWAY,Floor: 25,Manhattan,New York,10036,1,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
Surf Solomon Senior Center,3001 West 37th Street,Director''s Office,Brooklyn,New York,11224,5,1,40.57316956,-74.00250891,313,47,34000,BK21,3070650001,3189617,POINT (-74.00250891 40.57316956)
Fiorello H. LaGuardia High School of Music & Art and Performing Arts,100 Amsterdam Avenue,Outside Gym,Manhattan,New York,10023,19,1,40.77362231,-73.98527293,107,6,15100,MN14,1011560030,1030341,POINT (-73.98527293 40.77362231)
P.S. 170 Bronx,1594-98 Townsend Avenue,MAIN ENTRANCE,Bronx,New York,10452,3,1,40.84426799,-73.91363242,204,16,22702,BX41,2028470041,2103870,POINT (-73.91363242 40.84426799)
P.S. 034 Oliver H. Perry,131 Norman Avenue,Girls Basement,Brooklyn,New York,11222,14,1,40.72612784,-73.94964845,301,33,57300,BK76,3026220028,3065733,POINT (-73.94964845 40.72612784)
Washington Heights Expeditionary Learning School ANNEX,"512 West 182 Street, Annex Building",Main Entrance Annex,Manhattan,New York,10033,1,1,40.84891835,-73.93102688,112,10,26900,MN35,1021550006,1063699,POINT (-73.93102688 40.84891835)
Origins High School,3000 Avenue X,basement- outside gym rm 81G,Brooklyn,New York,11235,8,1,40.59411733,-73.93769677,315,46,62600,BK17,3074250002,3203631,POINT (-73.93769677 40.59411733)
Art and Design High School,245 East 56 Street,12th Floor Next to Elevator,Manhattan,New York,10022,7,1,40.7591454,-73.96699314,106,4,10800,MN19,1013307502,1090233,POINT (-73.96699314 40.7591454)
Jack and Pearl Resnick Campus,1300 Morris Park Ave,"Kennedy, Guard Podium",Bronx,New York,10461,2,1,40.85117554,-73.84482139,211,13,28600,BX37,2041170001,2097363,POINT (-73.84482139 40.85117554)
"Walt Disney/ABC, Inc.",77 WEST 66 STREET,Stair A-Floor 22,Manhattan,New York,10023,180,1,40.77324011,-73.98069136,107,6,15300,MN14,1011190008,1082810,POINT (-73.98069136 40.77324011)
Hyde Leadership Charter School - Brooklyn,330 Alabama Avenue,outside rm 314 m/o,Brooklyn,New York,11207,4,1,40.66815945,-73.8978347,305,42,113400,BK85,3037680001,3084283,POINT (-73.8978347 40.66815945)
Max Finkelstein Inc.,28-40 31 STREET,AED Coordinator,Queens,New York,11102,10,2,40.76753007,-73.92087316,401,22,7100,QN71,4005950027,4007691,POINT (-73.92087316 40.76753007)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 41,1585 BROADWAY,Floor: 41,Manhattan,New York,10036,1,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
NYCDOT Ferry Division,1 BAY STREET,St. George Terminal,Staten Island,New York,10301,30,4,40.64372588,-74.0727888,501,49,300,SI22,5000020001,5141706,POINT (-74.0727888 40.64372588)
Morgan Stanley - 1585 Broadway - Floor: 09,1585 BROADWAY,Floor: 09,Manhattan,New York,10036,1,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
Fiorello H. LaGuardia High School of Music & Art and Performing Arts,100 Amsterdam Avenue,Main Entrance,Manhattan,New York,10023,19,1,40.77362231,-73.98527293,107,6,15100,MN14,1011560030,1030341,POINT (-73.98527293 40.77362231)
P.S. 067 Charles A. Dorsey,51 St. Edwards Street,main entrance,Brooklyn,New York,11205,10,1,40.69562596,-73.97821482,302,35,2901,BK68,3020390002,3332507,POINT (-73.97821482 40.69562596)
Information Builders,2 PENNSYLVANIA PLAZA,28th Floor,Manhattan,New York,10121,6,1,40.75000977,-73.99134519,105,3,10100,MN17,1007810002,1083026,POINT (-73.99134519 40.75000977)
Macy's Inc. - 71007 - Staten Island,112 RICHMOND HILL ROAD,Staten Island Mall,Staten Island,New York,10314,7,1,40.58429344,-74.16490664,502,51,27702,SI24,5024000118,5039657,POINT (-74.16490664 40.58429344)
P.S. 133 Fred R Moore,2121 Fifth Avenue,outside staircase D,Manhattan,New York,10037,10,1,40.8096653,-73.93987119,111,9,20600,MN03,1017550001,1054276,POINT (-73.93987119 40.8096653)
P.S. 030 Westerleigh,200 Wardwell Avenue,Outside Room 411,Staten Island,New York,10314,10,1,40.61843116,-74.13264498,501,50,20100,SI07,5004230009,5113069,POINT (-74.13264498 40.61843116)
Wildlife Conservation Society,450 FLATBUSH AVENUE,PPZ Admin Building Lobby,Brooklyn,New York,11225,8,1,40.66572088,-73.96424238,355,39,17700,BK99,3011170001,3339261,POINT (-73.96424238 40.66572088)
Staten Island Ferry,1 BAY STREET,Terminal waiting room,Staten Island,New York,10301,10,1,40.64372588,-74.0727888,501,49,300,SI22,5000020001,5141706,POINT (-74.0727888 40.64372588)
The Bay Terrace,212-45 26th Avenue,Office 2nd Floor,Queens,New York,11360,20,1,40.77827637,-73.77727282,407,19,99704,QN47,4059000002,4439463,POINT (-73.77727282 40.77827637)
Yankee Stadiun,7 EAST 161 STREET,125,Bronx,New York,10451,20,1,40.8289625,-73.92839174,204,16,6300,BX63,2024990108,2117452,POINT (-73.92839174 40.8289625)
JASA Senior Alliance,161 Corbin Place,Director''s Office,Brooklyn,New York,11235,2,1,40.57801867,-73.95412715,315,48,61004,BK19,3087190073,3245719,POINT (-73.95412715 40.57801867)
"Vornado Office Management, LLC",689 FIFTH AVENUE,First Floor / Lobby,Manhattan,New York,10022,3,1,40.76112372,-73.97529466,105,4,10200,MN17,1012900001,1035741,POINT (-73.97529466 40.76112372)
P.S. 183 Dr. Richard R. Green,2-45 Beach 79 Street,outside room 331,Queens,New York,11693,7,1,40.58950028,-73.80536212,414,31,94202,QN12,4161120001,4303354,POINT (-73.80536212 40.58950028)
"Skadden, Arps, Slate, Meagher & Flom LLP",1166 AVENUE OF THE AMERICAS,mailroom,Manhattan,New York,10036,0,1,40.75699693,-73.98252614,105,4,9600,MN17,1012617501,1071414,POINT (-73.98252614 40.75699693)
Queens Satellite High School for Opportunity,162-02 Hillside Avenue,3rd floor,Queens,New York,11432,5,1,40.70847218,-73.80006469,412,24,44602,QN61,4097680022,4209031,POINT (-73.80006469 40.70847218)
Mosaic Pre-K Center at 46-16 76th Street (Q378),46-16 76th Street,Main Entrance,Queens,New York,11373,6,1,40.74006903,-73.88824051,404,25,48500,QN50,4015290073,4038257,POINT (-73.88824051 40.74006903)
Morgan Stanley - New York NY E52 - Floor: 15,55 EAST 52 STREET,Floor: 15,Manhattan,New York,10055,4,1,40.75882057,-73.97397799,105,4,10200,MN17,1012880027,1083869,POINT (-73.97397799 40.75882057)
Jacqueline Kennedy Onassis High School,120 West 46 Street,Main Entrance FRONT LOBBY,Manhattan,New York,10036,8,1,40.75772163,-73.98307821,105,4,11900,MN17,1009980041,1069583,POINT (-73.98307821 40.75772163)
DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,125 WORTH STREET,10TH FLOOR,Manhattan,New York,10007,8,1,40.71542054,-74.00267301,101,1,3100,MN24,1001680032,1001831,POINT (-74.00267301 40.71542054)
P.S. 158 Bayard Taylor,1458 York Avenue,Main Entrance next to School Safety,Manhattan,New York,10075,10,1,40.77041247,-73.95113477,108,5,13200,MN31,1014890001,1046411,POINT (-73.95113477 40.77041247)
JPMorgan Chase - 28 Liberty Street,28 LIBERTY STREET,-,Manhattan,New York,10005,1,2,40.70810817,-74.00876837,101,1,700,MN25,1000440001,1001021,POINT (-74.00876837 40.70810817)
The Blackstone Group,345 PARK AVENUE,Plaza / Pantry,Manhattan,New York,10154,33,1,40.75816441,-73.97324549,105,4,10000,MN19,1013060001,1036460,POINT (-73.97324549 40.75816441)
Eleanor Roosevelt High School,411 East 76 Street,Main Entrance,Manhattan,New York,10021,18,1,40.77002359,-73.95323262,108,5,13200,MN31,1014710005,1045949,POINT (-73.95323262 40.77002359)
I.S. R002 George L. Egbert,333 Midland Avenue,Outside Room 349,Staten Island,New York,10306,10,1,40.57671819,-74.10072537,502,50,11202,SI45,5036960100,5053571,POINT (-74.10072537 40.57671819)
